Sube una imagen de fruta,Resultado de clasificación,timestamp
.gradio\flagged\Sube una imagen de fruta\05a5b9b1701a69a67ea6\fresa.jpg,"Fruta detectada: Potato
Estado: Podrida ❌",2025-07-11 09:10:01.392940
